#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-38C0CE71DCC7EEA3-36894F96905DCF6A
#datatype	hits Concise data(Superfamily only)
#status	0
#Start time	2012-05-24T16:59:24	Run time	0:12:57:43
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#875 - >WHL22.231055.1	superfamily	208857	170	233	3.14975e-17	77.949	cl08302	EFh superfamily	 - 	 - 
Q#875 - >WHL22.231055.1	superfamily	208977	332	421	4.695e-05	42.9903	cl09111	Prefoldin superfamily	 - 	 - 
Q#875 - >WHL22.231055.1	superfamily	208977	278	367	0.00709646	36.2012	cl09111	Prefoldin superfamily	 - 	 - 
Q#877 - >WHL22.612688.0	superfamily	207619	1	71	4.93476e-22	85.0871	cl02509	SRCR superfamily	N	 - 
Q#878 - >WHL22.41417.0	superfamily	209142	64	261	9.55018e-10	57.9763	cl10458	7tm_4 superfamily	C	 - 
Q#879 - >WHL22.738485.1	superfamily	212314	133	266	3.49591e-19	88.1397	cl11420	MFS superfamily	C	 - 
Q#879 - >WHL22.738485.1	superfamily	212314	389	561	3.06836e-09	57.7089	cl11420	MFS superfamily	N	 - 
Q#882 - >WHL22.99381.7	superfamily	206808	85	128	3.58256e-06	48.3761	cl00057	vWFA superfamily	N	 - 
Q#882 - >WHL22.99381.7	superfamily	209104	178	219	0.00275746	37.3259	cl09941	EGF_CA superfamily	 - 	 - 
Q#882 - >WHL22.99381.7	superfamily	206808	6	46	0.00180448	40.2869	cl00057	vWFA superfamily	N	 - 
Q#882 - >WHL22.99381.7	superfamily	206808	219	258	0.00220611	39.9017	cl00057	vWFA superfamily	N	 - 
Q#884 - >WHL22.662713.0	superfamily	211459	166	232	9.90877e-36	128.855	cl10970	AP_MHD_Cterm superfamily	C	 - 
Q#884 - >WHL22.662713.0	superfamily	121076	1	129	1.68582e-05	42.5407	cl02092	Clat_adaptor_s superfamily	 - 	 - 
Q#885 - >WHL22.447114.0	superfamily	210155	349	414	1.61588e-40	139.719	cl15755	SAM_superfamily superfamily	 - 	 - 
Q#885 - >WHL22.447114.0	superfamily	210058	41	133	2.08082e-40	140.461	cl15261	CHROMO superfamily	 - 	 - 
Q#885 - >WHL22.447114.0	superfamily	201844	211	241	1.55921e-12	61.9278	cl03250	zf-C2HC superfamily	 - 	 - 
Q#885 - >WHL22.447114.0	superfamily	201844	146	175	6.28613e-10	54.609	cl03250	zf-C2HC superfamily	 - 	 - 
Q#885 - >WHL22.447114.0	superfamily	210058	1	31	6.59998e-10	55.3804	cl15261	CHROMO superfamily	N	 - 
Q#886 - >WHL22.115251.0	superfamily	208449	26	190	1.46451e-75	226.661	cl06336	Commd superfamily	 - 	 - 
Q#889 - >WHL22.464453.1	superfamily	206978	18	166	1.32396e-58	183.552	cl00315	RPS2 superfamily	 - 	 - 
Q#890 - >WHL22.15177.0	superfamily	212291	480	608	3.34737e-15	73.033	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#890 - >WHL22.15177.0	superfamily	210079	411	456	1.08865e-09	55.0934	cl15348	RING superfamily	 - 	 - 
Q#890 - >WHL22.15177.0	superfamily	212291	114	211	3.57954e-07	48.9293	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#891 - >WHL22.643956.0	superfamily	209142	109	234	0.000518491	40.2571	cl10458	7tm_4 superfamily	C	 - 
Q#892 - >WHL22.181134.1	superfamily	210147	216	350	5.57075e-52	171.646	cl15697	ADF_gelsolin superfamily	 - 	 - 
Q#892 - >WHL22.181134.1	superfamily	210147	40	179	1.81278e-51	170.506	cl15697	ADF_gelsolin superfamily	 - 	 - 
Q#893 - >WHL22.595204.0	superfamily	28937	766	806	4.7831e-07	48.4172	cl11390	EGF_Lam superfamily	 - 	 - 
Q#893 - >WHL22.595204.0	superfamily	206834	58	98	5.60818e-06	44.8979	cl00097	KAZAL_FS superfamily	 - 	 - 
Q#893 - >WHL22.595204.0	superfamily	206834	471	511	7.03458e-06	44.8979	cl00097	KAZAL_FS superfamily	 - 	 - 
Q#893 - >WHL22.595204.0	superfamily	206834	130	170	7.93793e-06	44.5127	cl00097	KAZAL_FS superfamily	 - 	 - 
Q#893 - >WHL22.595204.0	superfamily	206834	202	242	8.30576e-06	44.5127	cl00097	KAZAL_FS superfamily	 - 	 - 
Q#893 - >WHL22.595204.0	superfamily	206834	633	678	3.96488e-09	54.2226	cl00097	KAZAL_FS superfamily	 - 	 - 
Q#893 - >WHL22.595204.0	superfamily	206834	346	386	4.16287e-07	48.4446	cl00097	KAZAL_FS superfamily	 - 	 - 
Q#893 - >WHL22.595204.0	superfamily	206834	534	582	3.96285e-06	45.363	cl00097	KAZAL_FS superfamily	 - 	 - 
Q#893 - >WHL22.595204.0	superfamily	206834	267	314	2.85547e-05	43.0518	cl00097	KAZAL_FS superfamily	 - 	 - 
Q#893 - >WHL22.595204.0	superfamily	206834	407	442	9.75875e-05	41.511	cl00097	KAZAL_FS superfamily	N	 - 
Q#893 - >WHL22.595204.0	superfamily	206834	910	949	0.00124896	38.0442	cl00097	KAZAL_FS superfamily	 - 	 - 
Q#894 - >WHL22.423769.0	superfamily	212267	22	484	7.85904e-14	72.9193	cl02777	chaperonin_like superfamily	 - 	 - 
Q#895 - >WHL22.751080.0	superfamily	212389	182	279	2.70448e-11	59.751	cl16911	AdoMet_MTases superfamily	 - 	 - 
Q#896 - >WHL22.71664.3	superfamily	212314	65	254	7.54944e-10	57.7089	cl11420	MFS superfamily	N	 - 
Q#897 - >WHL22.81775.8	superfamily	207648	38	308	4.52322e-14	72.3351	cl02567	WD40 superfamily	 - 	 - 
Q#897 - >WHL22.81775.8	superfamily	207648	272	654	1.48638e-10	61.5496	cl02567	WD40 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	1374	1452	4.62029e-06	46.858	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	799	878	8.60476e-08	52.0411	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	1287	1357	2.18512e-07	50.8855	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	710	783	4.62237e-07	49.7299	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	994	1066	1.97815e-06	48.1891	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	1651	1737	2.90789e-06	47.6074	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	893	971	2.94211e-06	47.6074	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	1182	1260	1.18154e-05	45.6814	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	336	401	2.98643e-05	44.5258	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	1479	1544	3.56198e-05	44.1406	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	1562	1639	5.10663e-05	43.5667	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	513	593	5.76726e-05	43.7764	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	127	203	6.10748e-05	43.3703	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	237	308	7.13649e-05	43.3912	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	621	686	7.57846e-05	42.9851	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	1098	1169	0.000141669	42.2356	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	37	106	0.000416484	40.8703	cl00065	FN3 superfamily	 - 	 - 
Q#898 - >WHL22.586912.0	superfamily	206863	1964	2019	0.00102981	39.638	cl00150	TY superfamily	C	 - 
Q#898 - >WHL22.586912.0	superfamily	206813	428	484	0.00178218	38.9443	cl00065	FN3 superfamily	 - 	 - 
Q#900 - >WHL22.194427.2	superfamily	212302	2	192	5.60405e-91	271.925	cl09931	NADB_Rossmann superfamily	C	 - 
Q#901 - >WHL22.554920.1	superfamily	193023	143	184	4.96664e-09	52.5047	cl13810	KIF1B superfamily	 - 	 - 
Q#902 - >WHL22.548743.1	superfamily	207647	513	613	0.000897684	39.2397	cl02566	SET superfamily	 - 	 - 
Q#903 - >WHL22.603236.0	superfamily	212311	295	596	1.14697e-152	445.881	cl11394	Glyco_tranf_GTA_type superfamily	 - 	 - 
Q#904 - >WHL22.293135.0	superfamily	212195	59	357	1.41723e-131	387.254	cl00342	Trp-synth-beta_II superfamily	 - 	 - 
Q#904 - >WHL22.293135.0	superfamily	210083	393	517	1.90845e-46	159.654	cl15354	CBS_pair superfamily	 - 	 - 
Q#905 - >WHL22.501589.0	superfamily	206834	244	298	1.16372e-12	62.2617	cl00097	KAZAL_FS superfamily	 - 	 - 
Q#906 - >WHL22.761283.1	superfamily	207648	113	150	0.000607746	34.9806	cl02567	WD40 superfamily	 - 	 - 
Q#907 - >WHL22.501829.0	superfamily	210262	281	384	8.27917e-09	53.6963	cl15862	UvrD_C_2 superfamily	C	 - 
Q#907 - >WHL22.501829.0	superfamily	212291	177	273	4.51252e-07	48.895	cl09099	P-loop_NTPase superfamily	N	 - 
Q#909 - >WHL22.288001.0	superfamily	209031	62	161	2.88451e-07	47.6987	cl09537	Galactosyl_T superfamily	NC	 - 
Q#910 - >WHL22.166195.2	superfamily	191824	75	178	4.52236e-32	113.568	cl06657	OB_NTP_bind superfamily	 - 	 - 
Q#910 - >WHL22.166195.2	superfamily	198847	12	41	8.09644e-06	41.8224	cl04503	HA2 superfamily	N	 - 
Q#913 - >WHL22.356655.0	superfamily	207647	36	142	4.11466e-19	79.072	cl02566	SET superfamily	 - 	 - 
Q#915 - >WHL22.65404.0	superfamily	212292	18	212	4.48958e-67	208.089	cl09108	TIM_phosphate_binding superfamily	 - 	 - 
Q#916 - >WHL22.166312.1	superfamily	147928	156	192	3.55223e-08	48.7777	cl05530	SERTA superfamily	 - 	 - 
Q#917 - >WHL22.157150.0	superfamily	209142	101	195	0.000987983	39.5014	cl10458	7tm_4 superfamily	C	 - 
Q#918 - >WHL22.697938.0	superfamily	152692	95	183	8.40653e-19	80.9142	cl13664	DUF3608 superfamily	C	 - 
Q#919 - >WHL22.289903.4	superfamily	209104	178	209	0.00117934	36.0723	cl09941	EGF_CA superfamily	 - 	 - 
Q#919 - >WHL22.289903.4	superfamily	209104	60	100	0.00235634	35.3999	cl09941	EGF_CA superfamily	 - 	 - 
Q#919 - >WHL22.289903.4	superfamily	209104	216	254	0.00912658	33.4739	cl09941	EGF_CA superfamily	 - 	 - 
Q#920 - >WHL22.135756.0	superfamily	163214	153	220	4.38194e-24	93.0003	cl11877	ygfZ_signature superfamily	 - 	 - 
Q#920 - >WHL22.135756.0	superfamily	204020	194	283	6.15492e-10	54.5348	cl08487	GCV_T_C superfamily	 - 	 - 
Q#921 - >WHL22.712213.1	superfamily	207660	69	137	1.00077e-18	77.6344	cl02586	RRM superfamily	 - 	 - 
Q#921 - >WHL22.712213.1	superfamily	199045	210	231	0.00466429	33.6859	cl11592	zf-CCCH superfamily	 - 	 - 
Q#922 - >WHL22.40723.0	superfamily	209143	1	76	5.82401e-20	89.9264	cl10459	Peptidases_S8_S53 superfamily	N	 - 
Q#922 - >WHL22.40723.0	superfamily	201820	156	220	1.18967e-19	84.5994	cl08326	P_proprotein superfamily	C	 - 
Q#924 - >WHL22.113329.0	superfamily	212156	33	247	8.01147e-164	463.058	cl17007	COE_DBD superfamily	 - 	 - 
Q#924 - >WHL22.113329.0	superfamily	210144	269	353	1.1421e-52	173.303	cl15674	IPT superfamily	 - 	 - 
Q#925 - >WHL22.52070.0	superfamily	207295	6	136	4.7627e-07	46.5793	cl01037	EamA superfamily	N	 - 
Q#926 - >WHL22.747798.0	superfamily	207660	410	481	6.35564e-16	76.864	cl02586	RRM superfamily	 - 	 - 
Q#926 - >WHL22.747798.0	superfamily	207660	11	81	8.31672e-12	64.9229	cl02586	RRM superfamily	 - 	 - 
Q#926 - >WHL22.747798.0	superfamily	207660	489	558	2.97108e-07	51.4409	cl02586	RRM superfamily	 - 	 - 
Q#926 - >WHL22.747798.0	superfamily	207660	306	379	2.40059e-06	48.7445	cl02586	RRM superfamily	 - 	 - 
Q#926 - >WHL22.747798.0	superfamily	203754	4434	4553	1.19342e-18	85.8104	cl06671	SPOC superfamily	 - 	 - 
Q#927 - >WHL22.763155.0	superfamily	207638	6	61	1.50101e-18	79.1265	cl02542	DnaJ superfamily	 - 	 - 
Q#927 - >WHL22.763155.0	superfamily	209110	306	331	9.632e-08	48.3452	cl09952	zf-C2H2_jaz superfamily	 - 	 - 
Q#928 - >WHL22.683938.0	superfamily	147519	15	222	2.29682e-59	187.469	cl05110	Hydant_A_N superfamily	 - 	 - 
Q#929 - >WHL22.657304.1	superfamily	190882	26	93	3.18906e-14	65.7033	cl04416	SCAMP superfamily	N	 - 
Q#930 - >WHL22.342084.0	superfamily	207466	1	219	6.27988e-133	387.94	cl01629	TPP_enzymes superfamily	 - 	 - 
Q#930 - >WHL22.342084.0	superfamily	209308	337	474	1.05139e-27	107.995	cl11410	TPP_enzyme_PYR superfamily	C	 - 
Q#931 - >WHL22.512356.0	superfamily	145898	1	200	1.11824e-76	242.988	cl09289	EMP70 superfamily	N	 - 
Q#932 - >WHL22.335959.1	superfamily	207717	684	758	9.16998e-39	140.64	cl02755	LAM superfamily	 - 	 - 
Q#932 - >WHL22.335959.1	superfamily	128927	1226	1263	1.19766e-13	67.7815	cl02733	DM15 superfamily	 - 	 - 
Q#932 - >WHL22.335959.1	superfamily	128927	1184	1224	5.05679e-13	65.8555	cl02733	DM15 superfamily	 - 	 - 
Q#934 - >WHL22.113797.0	superfamily	208795	107	590	0	768.713	cl07893	AmyAc_family superfamily	 - 	 - 
Q#938 - >WHL22.63575.1	superfamily	211459	166	293	1.0266e-83	255.2	cl10970	AP_MHD_Cterm superfamily	C	 - 
Q#938 - >WHL22.63575.1	superfamily	121076	1	129	2.22022e-05	42.5407	cl02092	Clat_adaptor_s superfamily	 - 	 - 
Q#939 - >WHL22.203764.0	superfamily	209271	12	34	0.000127541	37.5818	cl11198	zf-ribbon_3 superfamily	 - 	 - 
Q#940 - >WHL22.670340.0	superfamily	210262	169	229	1.56623e-07	48.5542	cl15862	UvrD_C_2 superfamily	N	 - 
Q#941 - >WHL22.581093.1	superfamily	207623	447	599	8.24597e-13	68.1992	cl02516	VWD superfamily	 - 	 - 
Q#942 - >WHL22.88918.0	superfamily	204423	125	427	1.35036e-81	271.144	cl10940	RAI16-like superfamily	 - 	 - 
Q#943 - >WHL22.195415.0	superfamily	206852	113	257	1.72235e-36	132.838	cl00133	SCP superfamily	 - 	 - 
Q#944 - >WHL22.426265.1	superfamily	206963	432	612	9.64123e-51	175.048	cl00292	AANH_like superfamily	 - 	 - 
Q#946 - >WHL22.482419.1	superfamily	146051	65	168	3.48054e-25	96.6289	cl03944	GILT superfamily	 - 	 - 
Q#947 - >WHL22.97344.0	superfamily	207651	926	980	2.02861e-18	84.5603	cl02570	RhoGAP superfamily	C	 - 
Q#947 - >WHL22.97344.0	superfamily	207608	759	903	1.15029e-28	113.612	cl02480	MyTH4 superfamily	 - 	 - 
Q#948 - >WHL22.259925.0	superfamily	212220	223	256	1.75484e-19	85.6364	cl00456	SLC5-6-like_sbd superfamily	C	 - 
Q#949 - >WHL22.138048.0	superfamily	211469	37	134	6.91765e-17	76.9685	cl15786	CA_like superfamily	 - 	 - 
Q#949 - >WHL22.138048.0	superfamily	211469	378	472	3.63093e-10	57.7086	cl15786	CA_like superfamily	 - 	 - 
Q#949 - >WHL22.138048.0	superfamily	211469	157	232	2.58902e-06	46.1526	cl15786	CA_like superfamily	 - 	 - 
Q#949 - >WHL22.138048.0	superfamily	211469	251	369	8.25723e-06	44.6118	cl15786	CA_like superfamily	 - 	 - 
Q#949 - >WHL22.138048.0	superfamily	211469	1	31	0.00100569	37.7196	cl15786	CA_like superfamily	N	 - 
Q#950 - >WHL22.525347.0	superfamily	207619	472	571	2.62307e-36	131.311	cl02509	SRCR superfamily	 - 	 - 
Q#950 - >WHL22.525347.0	superfamily	207619	33	142	4.71132e-24	97.4135	cl02509	SRCR superfamily	 - 	 - 
Q#950 - >WHL22.525347.0	superfamily	207619	358	465	4.66877e-21	88.9391	cl02509	SRCR superfamily	 - 	 - 
Q#950 - >WHL22.525347.0	superfamily	207619	253	349	9.80414e-19	82.3907	cl02509	SRCR superfamily	 - 	 - 
Q#950 - >WHL22.525347.0	superfamily	207619	147	236	4.51058e-08	51.1895	cl02509	SRCR superfamily	 - 	 - 
Q#952 - >WHL22.341644.0	superfamily	207741	460	710	5.172e-19	86.9374	cl02808	RT_like superfamily	 - 	 - 
Q#953 - >WHL22.185977.0	superfamily	207103	164	352	2.48063e-22	93.5118	cl00549	ABC_membrane superfamily	C	 - 
Q#954 - >WHL22.715042.0	superfamily	209104	145	185	2.50122e-06	41.8503	cl09941	EGF_CA superfamily	 - 	 - 
Q#955 - >WHL22.370310.0	superfamily	201843	8	47	0.00137564	37.8382	cl15977	zf-DHHC superfamily	N	 - 
Q#956 - >WHL22.278487.0	superfamily	207718	9	131	1.51861e-10	55.3785	cl02759	TRAM_LAG1_CLN8 superfamily	N	 - 
Q#957 - >WHL22.673955.1	superfamily	207660	153	227	2.02309e-17	77.6344	cl02586	RRM superfamily	 - 	 - 
Q#958 - >WHL22.620564.0	superfamily	210079	200	246	6.62551e-05	40.9368	cl15348	RING superfamily	 - 	 - 
Q#958 - >WHL22.620564.0	superfamily	210079	254	308	0.000534492	38.2404	cl15348	RING superfamily	 - 	 - 
Q#961 - >WHL22.399495.2	superfamily	206812	1	86	1.54074e-33	125.345	cl00064	ZnMc superfamily	N	 - 
Q#961 - >WHL22.399495.2	superfamily	199489	180	231	2.28578e-11	59.1403	cl15278	TSP_1 superfamily	 - 	 - 
Q#962 - >WHL22.357752.1	superfamily	212343	42	476	6.40083e-59	203.801	cl12078	CypX superfamily	 - 	 - 
Q#963 - >WHL22.400842.0	superfamily	212291	833	1050	9.34005e-104	326.274	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#963 - >WHL22.400842.0	superfamily	212291	209	395	9.19163e-67	223.42	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#963 - >WHL22.400842.0	superfamily	207103	555	787	1.83859e-31	125.483	cl00549	ABC_membrane superfamily	 - 	 - 
Q#963 - >WHL22.400842.0	superfamily	207103	1	101	4.17403e-10	60.3846	cl00549	ABC_membrane superfamily	N	 - 
Q#964 - >WHL22.361430.1	superfamily	209876	503	584	5.95964e-17	77.7112	cl14633	DD_superfamily superfamily	 - 	 - 
Q#964 - >WHL22.361430.1	superfamily	194336	9	112	6.61474e-36	132.86	cl02517	ZU5 superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	3035	3109	1.21304e-17	81.6186	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2781	2858	2.03241e-17	80.8482	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	116	196	1.51264e-15	75.4554	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	784	863	3.21944e-15	74.685	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	200	278	5.27206e-15	73.9146	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	30	111	4.75395e-14	71.2182	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	1848	1927	2.45089e-13	69.2922	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	283	362	5.67926e-13	68.1366	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	364	445	6.12656e-13	68.1366	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2951	3030	1.04458e-12	67.3662	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	450	529	1.05093e-12	67.3662	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2865	2944	1.04878e-11	64.2846	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	1763	1843	1.19797e-11	64.2846	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	1603	1674	1.54884e-11	63.8994	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	530	611	1.67036e-11	63.8994	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	1683	1757	1.69067e-11	63.8994	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2438	2519	1.87355e-11	63.5142	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	1932	2008	1.9604e-11	63.5142	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2098	2176	8.14573e-11	61.5882	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	1513	1590	1.06519e-10	61.203	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	950	1032	2.06011e-10	60.4326	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	615	696	2.63677e-10	60.0474	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2525	2604	1.38069e-09	58.1214	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2610	2689	1.38069e-09	58.1214	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2266	2346	1.39318e-09	58.1214	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2695	2774	4.3118e-09	56.5806	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	1427	1507	4.70276e-09	56.5806	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	698	779	7.7265e-09	55.8102	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	866	947	2.02693e-08	54.6546	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2015	2092	2.66662e-08	54.2694	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2352	2433	3.1465e-07	51.1879	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	2183	2261	0.000319468	41.9431	cl03620	HYR superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	1	29	0.000458184	41.5579	cl03620	HYR superfamily	N	 - 
Q#965 - >WHL22.192209.2	superfamily	209104	3281	3319	0.00108408	39.8691	cl09941	EGF_CA superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	209104	1244	1280	0.00171527	39.4839	cl09941	EGF_CA superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	209104	1073	1112	0.00304537	38.7135	cl09941	EGF_CA superfamily	 - 	 - 
Q#965 - >WHL22.192209.2	superfamily	111397	3146	3197	0.00449154	38.4763	cl03620	HYR superfamily	N	 - 
Q#965 - >WHL22.192209.2	superfamily	209104	1388	1422	0.00479646	37.9431	cl09941	EGF_CA superfamily	 - 	 - 
Q#966 - >WHL22.335726.0	superfamily	209142	87	185	0.00391564	37.5754	cl10458	7tm_4 superfamily	C	 - 
Q#967 - >WHL22.635324.0	superfamily	110440	500	529	1.38373e-05	43.1653	cl03211	NHL superfamily	 - 	 - 
Q#967 - >WHL22.635324.0	superfamily	144610	103	224	0.000142831	41.1187	cl03089	Cu2_monooxygen superfamily	 - 	 - 
Q#967 - >WHL22.635324.0	superfamily	110440	449	476	0.000225655	39.3133	cl03211	NHL superfamily	 - 	 - 
Q#967 - >WHL22.635324.0	superfamily	110440	558	586	0.00356954	35.8465	cl03211	NHL superfamily	 - 	 - 
Q#968 - >WHL22.551887.0	superfamily	187091	56	295	0.00203258	37.9001	cl11528	ACTIN superfamily	N	 - 
Q#969 - >WHL22.38552.1	superfamily	152801	430	601	1.62922e-07	51.2356	cl13761	Casc1 superfamily	 - 	 - 
Q#970 - >WHL22.255462.0	superfamily	209144	67	421	1.14909e-74	242.757	cl10460	Sulfatase superfamily	 - 	 - 
Q#971 - >WHL22.62055.0	superfamily	200920	17	216	4.54532e-14	70.7051	cl02802	7tm_3 superfamily	N	 - 
Q#972 - >WHL22.252455.0	superfamily	209142	33	156	0.00356787	37.5607	cl10458	7tm_4 superfamily	C	 - 
Q#974 - >WHL22.649385.0	superfamily	202459	7	121	5.49242e-10	55.2055	cl15984	Peptidase_C48 superfamily	N	 - 
Q#974 - >WHL22.649385.0	superfamily	210079	154	190	4.45345e-05	39.0108	cl15348	RING superfamily	N	 - 
Q#975 - >WHL22.1900.3	superfamily	212291	34	322	1.52615e-150	431.97	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#976 - >WHL22.62194.0	superfamily	199471	1	312	9.25365e-29	113.445	cl14105	MetH superfamily	 - 	 - 
Q#977 - >WHL22.198950.0	superfamily	206813	3	91	2.13874e-07	44.7223	cl00065	FN3 superfamily	 - 	 - 
Q#978 - >WHL22.63831.1	superfamily	209463	338	582	3.63739e-49	172.41	cl12142	7tm_2 superfamily	 - 	 - 
Q#978 - >WHL22.63831.1	superfamily	207643	278	324	1.47245e-13	66.2533	cl02559	GPS superfamily	 - 	 - 
Q#979 - >WHL22.537627.1	superfamily	212301	2	227	8.17724e-97	288.666	cl09925	PKc_like superfamily	 - 	 - 
Q#980 - >WHL22.397092.2	superfamily	207631	433	558	1.71111e-28	112.868	cl02529	ANK superfamily	 - 	 - 
Q#980 - >WHL22.397092.2	superfamily	207631	634	759	2.2022e-28	112.483	cl02529	ANK superfamily	 - 	 - 
Q#980 - >WHL22.397092.2	superfamily	207631	267	385	8.85439e-26	105.164	cl02529	ANK superfamily	 - 	 - 
Q#980 - >WHL22.397092.2	superfamily	207631	568	693	8.57403e-24	99.3859	cl02529	ANK superfamily	 - 	 - 
Q#980 - >WHL22.397092.2	superfamily	207631	204	318	2.80743e-18	83.2075	cl02529	ANK superfamily	 - 	 - 
Q#980 - >WHL22.397092.2	superfamily	203839	957	1108	0.00118293	41.5603	cl10691	PKD_channel superfamily	N	 - 
Q#981 - >WHL22.522544.0	superfamily	207299	20	249	5.75319e-103	307.255	cl01053	SGNH_hydrolase superfamily	 - 	 - 
Q#983 - >WHL22.78740.0	superfamily	208449	11	196	8.24894e-73	220.564	cl06336	Commd superfamily	 - 	 - 
Q#984 - >WHL22.499921.0	superfamily	207631	35	113	7.4125e-19	80.5111	cl02529	ANK superfamily	C	 - 
Q#985 - >WHL22.368488.0	superfamily	212301	65	191	1.487e-77	237.01	cl09925	PKc_like superfamily	C	 - 
Q#986 - >WHL22.257729.0	superfamily	206947	530	638	4.28248e-42	149.761	cl00273	PH-like superfamily	 - 	 - 
